a : 568.0000, 0 -> 5
b : -659.0000, 0 -> 4
a : -402.0000, 1 -> 0
b : -338.0000, 1 -> 2
a : 255.0000, 2 -> 1
b : -606.0000, 2 -> 2
a : 397.0000, 3 -> 6
b : -250.0000, 3 -> 0
a : -688.0000, 4 -> 5
b : -583.0000, 4 -> 1
a : 498.0000, 5 -> 5
b : -625.0000, 5 -> 1
a : -444.0000, 6 -> 6
b : 427.0000, 6 -> 4
a : 446.0000, 7 -> 7
b : -791.0000, 7 -> 2
a : -613.0000, 0 -> 0
a : 180.0000, 1 -> 1
a : -453.0000, 2 -> 5
a : 775.0000, 3 -> 7
a : -100.0000, 4 -> 6
a : 319.0000, 5 -> 3
a : -777.0000, 6 -> 2
a : 891.0000, 7 -> 4
