a : -188.0000, 0 -> 6
b : 44.0000, 0 -> 7
c : -632.0000, 0 -> 4
d : 238.0000, 0 -> 3
a : -285.0000, 1 -> 5
b : 778.0000, 1 -> 5
c : -607.0000, 1 -> 1
d : 526.0000, 1 -> 2
a : 567.0000, 2 -> 5
b : -174.0000, 2 -> 0
c : -211.0000, 2 -> 7
d : 774.0000, 2 -> 4
a : -595.0000, 3 -> 3
b : 273.0000, 3 -> 0
c : 221.0000, 3 -> 1
d : -954.0000, 3 -> 4
a : 413.0000, 4 -> 3
b : 736.0000, 4 -> 4
c : 439.0000, 4 -> 7
d : -565.0000, 4 -> 1
a : -250.0000, 5 -> 4
b : -889.0000, 5 -> 5
c : -118.0000, 5 -> 1
d : 409.0000, 5 -> 4
a : 41.0000, 6 -> 3
b : -654.0000, 6 -> 3
c : -210.0000, 6 -> 4
d : 902.0000, 6 -> 5
a : -859.0000, 7 -> 4
b : 505.0000, 7 -> 7
c : -525.0000, 7 -> 3
d : -635.0000, 7 -> 3
a : 264.0000, 0 -> 0
a : 987.0000, 0 -> 6
c : -387.0000, 1 -> 0
c : 250.0000, 1 -> 6
a : 297.0000, 2 -> 4
c : 160.0000, 2 -> 5
b : -476.0000, 3 -> 2
a : -605.0000, 3 -> 1
c : 118.0000, 4 -> 0
d : -667.0000, 4 -> 6
c : -540.0000, 5 -> 0
d : -339.0000, 5 -> 0
d : 171.0000, 6 -> 4
d : -637.0000, 6 -> 5
b : 410.0000, 7 -> 5
b : 15.0000, 7 -> 5
