a : -740.0000, 0 -> 2
b : -390.0000, 0 -> 2
c : 725.0000, 0 -> 4
d : -7.0000, 0 -> 6
a : -925.0000, 1 -> 4
b : 689.0000, 1 -> 1
c : 223.0000, 1 -> 3
d : -384.0000, 1 -> 7
a : -149.0000, 2 -> 3
b : -487.0000, 2 -> 4
c : 191.0000, 2 -> 7
d : 74.0000, 2 -> 7
a : -788.0000, 3 -> 1
b : 441.0000, 3 -> 2
c : -9.0000, 3 -> 0
d : -489.0000, 3 -> 2
a : 466.0000, 4 -> 2
b : 207.0000, 4 -> 6
c : 38.0000, 4 -> 1
d : -909.0000, 4 -> 2
a : -450.0000, 5 -> 0
b : -167.0000, 5 -> 1
c : -658.0000, 5 -> 3
d : -581.0000, 5 -> 4
a : 548.0000, 6 -> 7
b : -168.0000, 6 -> 2
c : 23.0000, 6 -> 1
d : -424.0000, 6 -> 2
a : -1000.0000, 7 -> 4
b : 187.0000, 7 -> 1
c : 533.0000, 7 -> 5
d : 388.0000, 7 -> 6
a : -989.0000, 0 -> 3
c : -35.0000, 0 -> 7
b : -654.0000, 1 -> 1
d : 626.0000, 1 -> 7
b : 53.0000, 2 -> 1
d : 522.0000, 2 -> 6
b : -235.0000, 3 -> 4
c : -754.0000, 3 -> 3
b : 622.0000, 4 -> 1
b : 830.0000, 4 -> 5
c : 772.0000, 5 -> 5
c : 946.0000, 5 -> 6
a : 889.0000, 6 -> 5
c : 143.0000, 6 -> 6
d : 966.0000, 7 -> 1
a : 661.0000, 7 -> 5
