a : 333.0000, 0 -> 0
b : 671.0000, 0 -> 0
c : -773.0000, 0 -> 1
d : -331.0000, 0 -> 2
a : -279.0000, 1 -> 1
b : 848.0000, 1 -> 3
c : -430.0000, 1 -> 2
d : -747.0000, 1 -> 2
a : -401.0000, 2 -> 2
b : 644.0000, 2 -> 2
c : -429.0000, 2 -> 0
d : -805.0000, 2 -> 3
a : 747.0000, 3 -> 0
b : 556.0000, 3 -> 1
c : -966.0000, 3 -> 3
d : -821.0000, 3 -> 1
b : -218.0000, 0 -> 1
c : 767.0000, 0 -> 1
c : -397.0000, 1 -> 2
a : -743.0000, 1 -> 3
d : 610.0000, 2 -> 3
b : 736.0000, 2 -> 3
a : -30.0000, 3 -> 3
a : 450.0000, 3 -> 3
