a : 458.0000, 0 -> 2
b : 789.0000, 0 -> 2
c : -409.0000, 0 -> 1
d : -493.0000, 0 -> 3
a : -259.0000, 1 -> 0
b : -280.0000, 1 -> 3
c : -122.0000, 1 -> 2
d : 873.0000, 1 -> 1
a : 812.0000, 2 -> 0
b : 890.0000, 2 -> 1
c : 913.0000, 2 -> 2
d : -300.0000, 2 -> 0
a : -495.0000, 3 -> 0
b : 362.0000, 3 -> 2
c : -72.0000, 3 -> 1
d : -909.0000, 3 -> 3
a : -333.0000, 0 -> 3
a : -835.0000, 0 -> 1
a : -765.0000, 1 -> 1
a : 76.0000, 1 -> 0
a : -521.0000, 2 -> 2
a : 320.0000, 2 -> 2
a : -310.0000, 3 -> 2
d : -421.0000, 3 -> 3
