a : 638.0000, 0 -> 5
b : -458.0000, 0 -> 4
c : 578.0000, 0 -> 0
d : -56.0000, 0 -> 1
a : -984.0000, 1 -> 3
b : 390.0000, 1 -> 4
c : -871.0000, 1 -> 2
d : 464.0000, 1 -> 7
a : 668.0000, 2 -> 0
b : -32.0000, 2 -> 0
c : -715.0000, 2 -> 7
d : -44.0000, 2 -> 1
a : -125.0000, 3 -> 0
b : 723.0000, 3 -> 6
c : -712.0000, 3 -> 5
d : 317.0000, 3 -> 2
a : 677.0000, 4 -> 1
b : 57.0000, 4 -> 0
c : 8.0000, 4 -> 1
d : 188.0000, 4 -> 2
a : -701.0000, 5 -> 1
b : -854.0000, 5 -> 2
c : 513.0000, 5 -> 5
d : 751.0000, 5 -> 1
a : -752.0000, 6 -> 1
b : 666.0000, 6 -> 0
c : -313.0000, 6 -> 4
d : -813.0000, 6 -> 2
a : -164.0000, 7 -> 6
b : 769.0000, 7 -> 7
c : -628.0000, 7 -> 2
d : -927.0000, 7 -> 2
c : 172.0000, 0 -> 4
a : 689.0000, 0 -> 0
b : 652.0000, 1 -> 2
b : 208.0000, 1 -> 5
a : -850.0000, 2 -> 3
c : 434.0000, 2 -> 4
a : 3.0000, 3 -> 3
c : 188.0000, 3 -> 6
a : 330.0000, 4 -> 2
a : -98.0000, 4 -> 7
a : 448.0000, 5 -> 6
d : -906.0000, 5 -> 0
b : 503.0000, 6 -> 5
c : 231.0000, 6 -> 1
b : 362.0000, 7 -> 3
c : -913.0000, 7 -> 3
