a : -814.0000, 0 -> 4
b : -697.0000, 0 -> 6
c : -762.0000, 0 -> 7
d : -281.0000, 0 -> 2
a : -898.0000, 1 -> 4
b : -606.0000, 1 -> 5
c : 522.0000, 1 -> 3
d : 521.0000, 1 -> 4
a : -207.0000, 2 -> 5
b : 550.0000, 2 -> 7
c : 183.0000, 2 -> 0
d : -252.0000, 2 -> 5
a : 680.0000, 3 -> 7
b : -921.0000, 3 -> 1
c : 154.0000, 3 -> 5
d : -639.0000, 3 -> 4
a : -709.0000, 4 -> 0
b : 889.0000, 4 -> 1
c : -360.0000, 4 -> 5
d : 817.0000, 4 -> 6
a : -859.0000, 5 -> 6
b : 165.0000, 5 -> 7
c : 65.0000, 5 -> 4
d : 24.0000, 5 -> 0
a : -92.0000, 6 -> 5
b : -72.0000, 6 -> 0
c : -85.0000, 6 -> 1
d : 223.0000, 6 -> 0
a : -633.0000, 7 -> 5
b : 276.0000, 7 -> 2
c : -207.0000, 7 -> 7
d : -245.0000, 7 -> 4
b : -539.0000, 0 -> 2
b : -876.0000, 0 -> 0
a : -638.0000, 1 -> 0
d : 680.0000, 1 -> 6
b : -33.0000, 2 -> 2
d : 341.0000, 2 -> 0
c : -250.0000, 3 -> 2
b : -313.0000, 3 -> 0
c : 975.0000, 4 -> 2
b : 883.0000, 4 -> 4
b : 531.0000, 5 -> 3
b : -295.0000, 5 -> 6
b : 885.0000, 6 -> 3
d : -272.0000, 6 -> 3
c : -984.0000, 7 -> 3
c : -835.0000, 7 -> 3
