a : 621.0000, 0 -> 4
b : 737.0000, 0 -> 1
a : -461.0000, 1 -> 7
b : -508.0000, 1 -> 2
a : -911.0000, 2 -> 4
b : 190.0000, 2 -> 4
a : 31.0000, 3 -> 4
b : -391.0000, 3 -> 5
a : 911.0000, 4 -> 5
b : 732.0000, 4 -> 1
a : 536.0000, 5 -> 1
b : 359.0000, 5 -> 3
a : -373.0000, 6 -> 6
b : -895.0000, 6 -> 0
a : 199.0000, 7 -> 1
b : 743.0000, 7 -> 3
b : 960.0000, 0 -> 7
a : 574.0000, 1 -> 2
b : 706.0000, 2 -> 0
a : 635.0000, 3 -> 6
b : 594.0000, 4 -> 2
b : 98.0000, 5 -> 4
a : 315.0000, 6 -> 4
a : 364.0000, 7 -> 6
