a : -778.0000, 0 -> 5
b : 395.0000, 0 -> 0
c : -212.0000, 0 -> 7
d : 612.0000, 0 -> 2
a : -677.0000, 1 -> 0
b : 76.0000, 1 -> 6
c : -27.0000, 1 -> 5
d : -131.0000, 1 -> 1
a : -311.0000, 2 -> 7
b : -948.0000, 2 -> 3
c : -214.0000, 2 -> 1
d : 273.0000, 2 -> 4
a : 203.0000, 3 -> 0
b : -65.0000, 3 -> 0
c : -470.0000, 3 -> 1
d : -84.0000, 3 -> 1
a : -969.0000, 4 -> 0
b : 407.0000, 4 -> 5
c : 905.0000, 4 -> 4
d : 866.0000, 4 -> 2
a : 999.0000, 5 -> 5
b : -94.0000, 5 -> 3
c : 874.0000, 5 -> 3
d : 665.0000, 5 -> 6
a : 792.0000, 6 -> 6
b : 293.0000, 6 -> 7
c : 330.0000, 6 -> 2
d : -845.0000, 6 -> 7
a : -390.0000, 7 -> 7
b : -718.0000, 7 -> 5
c : 843.0000, 7 -> 5
d : -722.0000, 7 -> 5
b : -327.0000, 0 -> 3
c : -200.0000, 0 -> 4
b : 85.0000, 1 -> 3
c : -666.0000, 1 -> 0
a : -361.0000, 2 -> 4
b : 860.0000, 2 -> 7
d : 395.0000, 3 -> 6
b : 124.0000, 3 -> 0
b : -660.0000, 4 -> 5
a : 269.0000, 4 -> 3
b : -494.0000, 5 -> 4
c : 598.0000, 5 -> 5
b : -971.0000, 6 -> 6
c : -885.0000, 6 -> 1
c : -482.0000, 7 -> 6
a : 824.0000, 7 -> 7
