a : -681.0000, 0 -> 0
b : 71.0000, 0 -> 1
c : 756.0000, 0 -> 1
d : -487.0000, 0 -> 5
a : -164.0000, 1 -> 7
b : 146.0000, 1 -> 5
c : 902.0000, 1 -> 3
d : 515.0000, 1 -> 2
a : -606.0000, 2 -> 4
b : -285.0000, 2 -> 2
c : -69.0000, 2 -> 2
d : 119.0000, 2 -> 0
a : 928.0000, 3 -> 7
b : 398.0000, 3 -> 1
c : -264.0000, 3 -> 0
d : 324.0000, 3 -> 0
a : 127.0000, 4 -> 7
b : 301.0000, 4 -> 6
c : -259.0000, 4 -> 1
d : -232.0000, 4 -> 1
a : -176.0000, 5 -> 5
b : 471.0000, 5 -> 4
c : -86.0000, 5 -> 5
d : -728.0000, 5 -> 1
a : 604.0000, 6 -> 1
b : 848.0000, 6 -> 3
c : -201.0000, 6 -> 7
d : 349.0000, 6 -> 0
a : 148.0000, 7 -> 7
b : 63.0000, 7 -> 5
c : 200.0000, 7 -> 3
d : -648.0000, 7 -> 6
d : -436.0000, 0 -> 0
a : -990.0000, 0 -> 5
b : 347.0000, 1 -> 7
d : -568.0000, 1 -> 0
b : -722.0000, 2 -> 5
d : 998.0000, 2 -> 7
b : -343.0000, 3 -> 0
d : 529.0000, 3 -> 4
a : 761.0000, 4 -> 1
d : 113.0000, 4 -> 4
b : 75.0000, 5 -> 3
d : -811.0000, 5 -> 5
d : 306.0000, 6 -> 3
b : -628.0000, 6 -> 7
c : -817.0000, 7 -> 6
d : 754.0000, 7 -> 3
