a : -670.0000, 0 -> 0
b : -557.0000, 0 -> 0
c : 713.0000, 0 -> 0
d : 560.0000, 0 -> 5
a : 178.0000, 1 -> 5
b : 192.0000, 1 -> 6
c : -387.0000, 1 -> 0
d : 632.0000, 1 -> 1
a : -491.0000, 2 -> 1
b : 989.0000, 2 -> 7
c : -182.0000, 2 -> 6
d : -861.0000, 2 -> 7
a : -431.0000, 3 -> 0
b : -46.0000, 3 -> 5
c : -139.0000, 3 -> 5
d : 951.0000, 3 -> 7
a : -561.0000, 4 -> 2
b : 411.0000, 4 -> 1
c : 322.0000, 4 -> 5
d : -842.0000, 4 -> 4
a : 190.0000, 5 -> 3
b : -889.0000, 5 -> 5
c : 669.0000, 5 -> 0
d : -21.0000, 5 -> 4
a : 541.0000, 6 -> 3
b : -409.0000, 6 -> 5
c : 814.0000, 6 -> 3
d : -349.0000, 6 -> 7
a : -937.0000, 7 -> 0
b : -11.0000, 7 -> 5
c : 347.0000, 7 -> 3
d : 553.0000, 7 -> 4
d : 372.0000, 0 -> 4
b : -459.0000, 0 -> 4
d : -495.0000, 1 -> 5
a : 121.0000, 1 -> 0
b : -955.0000, 2 -> 3
b : -856.0000, 2 -> 6
c : 694.0000, 3 -> 4
d : -916.0000, 3 -> 3
b : -12.0000, 4 -> 6
b : -592.0000, 4 -> 6
b : -688.0000, 5 -> 3
c : -240.0000, 5 -> 4
d : -490.0000, 6 -> 2
d : 123.0000, 6 -> 2
d : -653.0000, 7 -> 2
b : -298.0000, 7 -> 1
