a : 416.0000, 0 -> 1
b : -113.0000, 0 -> 7
c : -892.0000, 0 -> 0
d : -837.0000, 0 -> 7
a : 983.0000, 1 -> 7
b : -794.0000, 1 -> 5
c : 950.0000, 1 -> 0
d : -83.0000, 1 -> 0
a : -947.0000, 2 -> 1
b : 766.0000, 2 -> 5
c : 758.0000, 2 -> 5
d : -491.0000, 2 -> 5
a : 86.0000, 3 -> 5
b : 55.0000, 3 -> 0
c : -250.0000, 3 -> 0
d : -772.0000, 3 -> 7
a : -255.0000, 4 -> 0
b : 462.0000, 4 -> 5
c : -76.0000, 4 -> 2
d : 651.0000, 4 -> 4
a : 931.0000, 5 -> 0
b : -992.0000, 5 -> 4
c : -821.0000, 5 -> 6
d : 929.0000, 5 -> 0
a : -297.0000, 6 -> 3
b : 980.0000, 6 -> 6
c : -475.0000, 6 -> 6
d : 618.0000, 6 -> 2
a : 457.0000, 7 -> 0
b : -438.0000, 7 -> 3
c : -202.0000, 7 -> 0
d : -348.0000, 7 -> 5
b : 66.0000, 0 -> 6
a : 989.0000, 0 -> 4
c : 489.0000, 1 -> 3
b : -228.0000, 1 -> 7
c : -978.0000, 2 -> 2
b : 970.0000, 2 -> 0
c : 74.0000, 3 -> 2
d : 145.0000, 3 -> 3
d : 542.0000, 4 -> 7
c : 578.0000, 4 -> 2
c : 765.0000, 5 -> 5
c : 839.0000, 5 -> 4
a : -491.0000, 6 -> 1
b : -569.0000, 6 -> 3
a : -172.0000, 7 -> 7
b : 482.0000, 7 -> 7
