a : -823.0000, 0 -> 5
b : 92.0000, 0 -> 1
a : 949.0000, 1 -> 1
b : -61.0000, 1 -> 1
a : -401.0000, 2 -> 2
b : -864.0000, 2 -> 7
a : 93.0000, 3 -> 2
b : -847.0000, 3 -> 7
a : 125.0000, 4 -> 7
b : 203.0000, 4 -> 4
a : -972.0000, 5 -> 5
b : -246.0000, 5 -> 1
a : 993.0000, 6 -> 4
b : 625.0000, 6 -> 3
a : -380.0000, 7 -> 6
b : -307.0000, 7 -> 3
a : 406.0000, 0 -> 0
b : 909.0000, 1 -> 5
b : -183.0000, 2 -> 1
a : 20.0000, 3 -> 5
b : 228.0000, 4 -> 4
b : 116.0000, 5 -> 7
a : -69.0000, 6 -> 1
b : 202.0000, 7 -> 0
