a : 636.0000, 0 -> 0
b : 901.0000, 0 -> 5
a : 421.0000, 1 -> 4
b : -654.0000, 1 -> 7
a : 325.0000, 2 -> 3
b : -851.0000, 2 -> 2
a : -618.0000, 3 -> 3
b : -44.0000, 3 -> 5
a : 373.0000, 4 -> 2
b : -851.0000, 4 -> 1
a : -701.0000, 5 -> 1
b : -328.0000, 5 -> 4
a : 36.0000, 6 -> 6
b : 116.0000, 6 -> 4
a : -13.0000, 7 -> 3
b : -255.0000, 7 -> 7
b : -377.0000, 0 -> 4
b : 19.0000, 1 -> 7
b : 96.0000, 2 -> 4
b : -803.0000, 3 -> 4
a : 261.0000, 4 -> 5
a : -285.0000, 5 -> 1
b : -297.0000, 6 -> 3
b : -977.0000, 7 -> 0
b : 620.0000, 7 -> 6
