a : 182.0000, 0 -> 3
b : -610.0000, 0 -> 4
c : 923.0000, 0 -> 2
d : -846.0000, 0 -> 0
a : 533.0000, 1 -> 2
b : -903.0000, 1 -> 7
c : 922.0000, 1 -> 3
d : -21.0000, 1 -> 5
a : -297.0000, 2 -> 3
b : 22.0000, 2 -> 7
c : 425.0000, 2 -> 5
d : -539.0000, 2 -> 7
a : 976.0000, 3 -> 0
b : 126.0000, 3 -> 4
c : -456.0000, 3 -> 6
d : -475.0000, 3 -> 5
a : -745.0000, 4 -> 0
b : -638.0000, 4 -> 7
c : 601.0000, 4 -> 3
d : -132.0000, 4 -> 5
a : 261.0000, 5 -> 0
b : 229.0000, 5 -> 1
c : 54.0000, 5 -> 0
d : -737.0000, 5 -> 5
a : -4.0000, 6 -> 1
b : 207.0000, 6 -> 1
c : -967.0000, 6 -> 6
d : -337.0000, 6 -> 6
a : -241.0000, 7 -> 0
b : 625.0000, 7 -> 6
c : 918.0000, 7 -> 0
d : -498.0000, 7 -> 3
a : -802.0000, 0 -> 3
a : -311.0000, 0 -> 6
c : 385.0000, 1 -> 2
d : 200.0000, 1 -> 4
d : 347.0000, 2 -> 6
b : 890.0000, 2 -> 2
b : 563.0000, 3 -> 7
d : -340.0000, 3 -> 3
b : -118.0000, 4 -> 6
d : -828.0000, 4 -> 5
c : 210.0000, 5 -> 6
a : -479.0000, 5 -> 7
d : 964.0000, 6 -> 5
c : -720.0000, 6 -> 5
c : 877.0000, 7 -> 0
d : -854.0000, 7 -> 3
