a : 251.0000, 0 -> 4
b : 743.0000, 0 -> 7
c : -410.0000, 0 -> 0
d : -345.0000, 0 -> 3
a : -497.0000, 1 -> 3
b : 452.0000, 1 -> 4
c : -513.0000, 1 -> 1
d : 680.0000, 1 -> 0
a : 841.0000, 2 -> 4
b : 448.0000, 2 -> 5
c : 604.0000, 2 -> 4
d : -440.0000, 2 -> 5
a : -804.0000, 3 -> 1
b : -5.0000, 3 -> 0
c : -503.0000, 3 -> 5
d : -197.0000, 3 -> 4
a : -41.0000, 4 -> 6
b : 86.0000, 4 -> 5
c : 599.0000, 4 -> 6
d : -602.0000, 4 -> 3
a : -487.0000, 5 -> 3
b : -109.0000, 5 -> 7
c : -643.0000, 5 -> 1
d : -603.0000, 5 -> 0
a : -575.0000, 6 -> 1
b : 294.0000, 6 -> 0
c : -387.0000, 6 -> 3
d : 496.0000, 6 -> 0
a : -792.0000, 7 -> 4
b : 610.0000, 7 -> 0
c : 74.0000, 7 -> 3
d : -667.0000, 7 -> 7
b : 919.0000, 0 -> 2
b : -806.0000, 0 -> 7
a : -282.0000, 1 -> 2
c : -723.0000, 1 -> 5
d : -450.0000, 2 -> 7
c : -951.0000, 2 -> 5
b : -937.0000, 3 -> 2
a : -731.0000, 3 -> 3
b : -432.0000, 4 -> 0
c : -360.0000, 4 -> 5
c : -485.0000, 5 -> 5
d : 181.0000, 5 -> 0
d : -37.0000, 6 -> 5
d : 952.0000, 6 -> 6
d : -277.0000, 7 -> 7
c : -110.0000, 7 -> 0
