a : -434.0000, 0 -> 3
b : -86.0000, 0 -> 1
c : 377.0000, 0 -> 0
d : -620.0000, 0 -> 1
a : -830.0000, 1 -> 2
b : -163.0000, 1 -> 3
c : -927.0000, 1 -> 0
d : 647.0000, 1 -> 1
a : -239.0000, 2 -> 3
b : -876.0000, 2 -> 2
c : 891.0000, 2 -> 1
d : -706.0000, 2 -> 2
a : -658.0000, 3 -> 2
b : 507.0000, 3 -> 1
c : -897.0000, 3 -> 1
d : 329.0000, 3 -> 0
a : 749.0000, 0 -> 0
d : 831.0000, 0 -> 0
d : 669.0000, 1 -> 0
d : -107.0000, 1 -> 1
b : 158.0000, 2 -> 0
a : 472.0000, 2 -> 2
a : -429.0000, 3 -> 3
a : -598.0000, 3 -> 2
