a : 880.0000, 0 -> 1
b : -900.0000, 0 -> 1
c : 321.0000, 0 -> 1
d : 296.0000, 0 -> 3
a : 641.0000, 1 -> 3
b : 42.0000, 1 -> 3
c : 854.0000, 1 -> 1
d : 297.0000, 1 -> 2
a : 672.0000, 2 -> 2
b : 948.0000, 2 -> 1
c : 505.0000, 2 -> 1
d : 249.0000, 2 -> 1
a : 208.0000, 3 -> 2
b : -390.0000, 3 -> 1
c : 923.0000, 3 -> 3
d : 320.0000, 3 -> 0
a : 840.0000, 0 -> 3
d : -63.0000, 0 -> 1
c : 471.0000, 1 -> 0
b : 133.0000, 1 -> 3
c : -943.0000, 2 -> 2
d : 96.0000, 2 -> 3
b : 764.0000, 3 -> 3
d : -421.0000, 3 -> 0
