a : -714.0000, 0 -> 3
b : -37.0000, 0 -> 4
c : 87.0000, 0 -> 1
d : -611.0000, 0 -> 0
a : 423.0000, 1 -> 5
b : -906.0000, 1 -> 6
c : -613.0000, 1 -> 6
d : -257.0000, 1 -> 4
a : 288.0000, 2 -> 7
b : 717.0000, 2 -> 5
c : 205.0000, 2 -> 1
d : -545.0000, 2 -> 4
a : 631.0000, 3 -> 2
b : 112.0000, 3 -> 0
c : -342.0000, 3 -> 5
d : -500.0000, 3 -> 3
a : 897.0000, 4 -> 3
b : -562.0000, 4 -> 2
c : 794.0000, 4 -> 4
d : 594.0000, 4 -> 6
a : -807.0000, 5 -> 7
b : -430.0000, 5 -> 2
c : 154.0000, 5 -> 4
d : 981.0000, 5 -> 7
a : 434.0000, 6 -> 5
b : -228.0000, 6 -> 3
c : 258.0000, 6 -> 7
d : -41.0000, 6 -> 4
a : -849.0000, 7 -> 1
b : 502.0000, 7 -> 2
c : 819.0000, 7 -> 5
d : -469.0000, 7 -> 2
b : 66.0000, 0 -> 4
b : 461.0000, 0 -> 5
b : -853.0000, 1 -> 0
a : -395.0000, 1 -> 2
c : -218.0000, 2 -> 0
d : -138.0000, 2 -> 6
a : -74.0000, 3 -> 3
b : 969.0000, 3 -> 4
a : 709.0000, 4 -> 5
c : 637.0000, 4 -> 6
c : 232.0000, 5 -> 2
c : 71.0000, 5 -> 2
c : 303.0000, 6 -> 4
c : -177.0000, 6 -> 5
b : 79.0000, 7 -> 5
b : 190.0000, 7 -> 6
