a : -353.0000, 0 -> 7
b : -67.0000, 0 -> 3
a : 227.0000, 1 -> 5
b : -287.0000, 1 -> 1
a : 991.0000, 2 -> 1
b : -886.0000, 2 -> 3
a : -478.0000, 3 -> 6
b : -64.0000, 3 -> 7
a : -7.0000, 4 -> 2
b : 238.0000, 4 -> 3
a : 156.0000, 5 -> 7
b : 399.0000, 5 -> 2
a : -845.0000, 6 -> 7
b : -560.0000, 6 -> 2
a : 437.0000, 7 -> 1
b : 223.0000, 7 -> 5
a : 594.0000, 0 -> 1
a : -85.0000, 1 -> 7
a : -429.0000, 2 -> 3
a : 270.0000, 3 -> 3
b : 990.0000, 4 -> 2
b : -513.0000, 5 -> 1
a : 241.0000, 6 -> 6
b : -775.0000, 7 -> 6
a : -527.0000, 3 -> 4
