a : -32.0000, 0 -> 1
b : -481.0000, 0 -> 1
c : -728.0000, 0 -> 3
d : 686.0000, 0 -> 3
a : -750.0000, 1 -> 1
b : 119.0000, 1 -> 1
c : 89.0000, 1 -> 1
d : -946.0000, 1 -> 2
a : 262.0000, 2 -> 3
b : -812.0000, 2 -> 2
c : 915.0000, 2 -> 0
d : 326.0000, 2 -> 0
a : 530.0000, 3 -> 0
b : -691.0000, 3 -> 0
c : 64.0000, 3 -> 0
d : -848.0000, 3 -> 1
b : 318.0000, 0 -> 2
b : -619.0000, 0 -> 1
c : -452.0000, 1 -> 3
d : 654.0000, 1 -> 0
b : 948.0000, 2 -> 3
a : -497.0000, 2 -> 0
a : -957.0000, 3 -> 3
c : -702.0000, 3 -> 3
