a : -570.0000, 0 -> 4
b : -335.0000, 0 -> 0
c : 893.0000, 0 -> 6
d : -262.0000, 0 -> 6
a : 466.0000, 1 -> 1
b : -206.0000, 1 -> 2
c : 777.0000, 1 -> 5
d : -779.0000, 1 -> 5
a : 791.0000, 2 -> 6
b : -283.0000, 2 -> 3
c : -982.0000, 2 -> 4
d : -482.0000, 2 -> 4
a : -599.0000, 3 -> 5
b : 671.0000, 3 -> 3
c : 215.0000, 3 -> 6
d : -904.0000, 3 -> 0
a : -952.0000, 4 -> 0
b : -692.0000, 4 -> 0
c : -792.0000, 4 -> 2
d : -316.0000, 4 -> 6
a : 686.0000, 5 -> 5
b : 998.0000, 5 -> 1
c : 174.0000, 5 -> 3
d : 656.0000, 5 -> 3
a : 627.0000, 6 -> 0
b : -808.0000, 6 -> 0
c : -459.0000, 6 -> 5
d : 648.0000, 6 -> 4
a : -121.0000, 7 -> 7
b : 414.0000, 7 -> 5
c : -180.0000, 7 -> 0
d : 393.0000, 7 -> 3
d : -196.0000, 0 -> 5
c : -771.0000, 0 -> 3
a : -563.0000, 1 -> 4
d : 902.0000, 1 -> 5
b : -406.0000, 2 -> 4
b : -272.0000, 2 -> 1
b : -985.0000, 3 -> 5
c : -78.0000, 3 -> 4
a : 632.0000, 4 -> 6
b : 623.0000, 4 -> 6
d : 60.0000, 5 -> 7
a : 933.0000, 5 -> 5
b : 854.0000, 6 -> 2
c : -416.0000, 6 -> 1
a : -854.0000, 7 -> 4
a : -860.0000, 7 -> 6
