a : 566.0000, 0 -> 5
b : -782.0000, 0 -> 3
c : 76.0000, 0 -> 7
d : 918.0000, 0 -> 1
a : 589.0000, 1 -> 1
b : 287.0000, 1 -> 0
c : 653.0000, 1 -> 4
d : -670.0000, 1 -> 3
a : 250.0000, 2 -> 3
b : -191.0000, 2 -> 6
c : 203.0000, 2 -> 1
d : 475.0000, 2 -> 7
a : 817.0000, 3 -> 5
b : -585.0000, 3 -> 3
c : 491.0000, 3 -> 3
d : 394.0000, 3 -> 3
a : -303.0000, 4 -> 3
b : -369.0000, 4 -> 5
c : 832.0000, 4 -> 1
d : 634.0000, 4 -> 3
a : -695.0000, 5 -> 2
b : 325.0000, 5 -> 0
c : 677.0000, 5 -> 3
d : 898.0000, 5 -> 3
a : -265.0000, 6 -> 0
b : -138.0000, 6 -> 0
c : 146.0000, 6 -> 3
d : 473.0000, 6 -> 5
a : 453.0000, 7 -> 4
b : 801.0000, 7 -> 3
c : -533.0000, 7 -> 7
d : 681.0000, 7 -> 5
d : 1.0000, 0 -> 0
d : 759.0000, 0 -> 5
d : 890.0000, 1 -> 1
a : -813.0000, 1 -> 0
a : -368.0000, 2 -> 1
d : -335.0000, 2 -> 1
b : 404.0000, 3 -> 1
a : 526.0000, 3 -> 4
d : -578.0000, 4 -> 6
b : -629.0000, 4 -> 2
a : -914.0000, 5 -> 1
c : -156.0000, 5 -> 2
c : 466.0000, 6 -> 4
c : -488.0000, 6 -> 7
d : -992.0000, 7 -> 1
c : 8.0000, 7 -> 7
