a : -408.0000, 0 -> 1
b : 189.0000, 0 -> 0
c : -789.0000, 0 -> 5
d : -695.0000, 0 -> 7
a : -834.0000, 1 -> 2
b : 115.0000, 1 -> 5
c : -873.0000, 1 -> 3
d : -375.0000, 1 -> 6
a : -149.0000, 2 -> 2
b : -929.0000, 2 -> 4
c : 282.0000, 2 -> 2
d : -452.0000, 2 -> 6
a : -774.0000, 3 -> 5
b : 890.0000, 3 -> 0
c : -344.0000, 3 -> 1
d : -587.0000, 3 -> 6
a : -67.0000, 4 -> 2
b : 391.0000, 4 -> 4
c : 376.0000, 4 -> 2
d : -704.0000, 4 -> 6
a : 780.0000, 5 -> 1
b : -53.0000, 5 -> 0
c : 661.0000, 5 -> 0
d : -981.0000, 5 -> 4
a : 550.0000, 6 -> 1
b : 509.0000, 6 -> 7
c : -166.0000, 6 -> 6
d : -297.0000, 6 -> 7
a : -392.0000, 7 -> 6
b : -635.0000, 7 -> 0
c : -322.0000, 7 -> 2
d : 687.0000, 7 -> 1
b : -550.0000, 0 -> 1
b : 349.0000, 0 -> 3
c : -652.0000, 1 -> 7
d : 708.0000, 1 -> 3
c : -961.0000, 2 -> 6
b : -420.0000, 2 -> 1
d : 727.0000, 3 -> 6
d : -482.0000, 3 -> 1
c : 273.0000, 4 -> 1
c : 51.0000, 4 -> 7
a : -394.0000, 5 -> 1
c : -572.0000, 5 -> 3
c : 74.0000, 6 -> 5
d : -826.0000, 6 -> 3
c : 412.0000, 7 -> 0
d : -868.0000, 7 -> 0
