a : 296.0000, 0 -> 5
b : -741.0000, 0 -> 1
a : 343.0000, 1 -> 6
b : -401.0000, 1 -> 2
a : -114.0000, 2 -> 4
b : -231.0000, 2 -> 5
a : 339.0000, 3 -> 0
b : -971.0000, 3 -> 2
a : 97.0000, 4 -> 5
b : -605.0000, 4 -> 0
a : -314.0000, 5 -> 1
b : -592.0000, 5 -> 2
a : -136.0000, 6 -> 3
b : -985.0000, 6 -> 2
a : -597.0000, 7 -> 4
b : 47.0000, 7 -> 6
a : -806.0000, 0 -> 0
b : 915.0000, 1 -> 7
a : 230.0000, 2 -> 7
a : -426.0000, 3 -> 7
b : -665.0000, 4 -> 7
a : 395.0000, 5 -> 1
b : -115.0000, 6 -> 7
b : 409.0000, 7 -> 3
