a : -591.0000, 0 -> 1
b : 727.0000, 0 -> 0
c : 846.0000, 0 -> 1
d : -208.0000, 0 -> 2
a : -12.0000, 1 -> 0
b : 80.0000, 1 -> 0
c : 812.0000, 1 -> 0
d : 387.0000, 1 -> 1
a : 678.0000, 2 -> 1
b : -881.0000, 2 -> 1
c : 953.0000, 2 -> 3
d : -574.0000, 2 -> 0
a : 575.0000, 3 -> 0
b : 751.0000, 3 -> 2
c : -412.0000, 3 -> 3
d : 266.0000, 3 -> 2
b : 755.0000, 0 -> 1
c : -574.0000, 0 -> 0
a : -244.0000, 1 -> 3
c : 534.0000, 1 -> 3
b : -688.0000, 2 -> 0
a : 470.0000, 2 -> 3
b : -368.0000, 3 -> 1
a : 309.0000, 3 -> 1
