a : 260.0000, 0 -> 1
b : 487.0000, 0 -> 0
c : 851.0000, 0 -> 1
d : -635.0000, 0 -> 0
a : -900.0000, 1 -> 2
b : -430.0000, 1 -> 2
c : 57.0000, 1 -> 0
d : 306.0000, 1 -> 3
a : 993.0000, 2 -> 2
b : 624.0000, 2 -> 3
c : -235.0000, 2 -> 3
d : 345.0000, 2 -> 3
a : 454.0000, 3 -> 1
b : -782.0000, 3 -> 2
c : 932.0000, 3 -> 3
d : 21.0000, 3 -> 3
a : 675.0000, 0 -> 2
b : -348.0000, 0 -> 3
d : 55.0000, 1 -> 1
c : 929.0000, 1 -> 3
c : 139.0000, 2 -> 3
d : -391.0000, 2 -> 3
b : -730.0000, 3 -> 3
b : 74.0000, 3 -> 1
