a : -208.0000, 0 -> 1
b : -703.0000, 0 -> 3
c : 540.0000, 0 -> 4
d : -19.0000, 0 -> 2
a : -742.0000, 1 -> 0
b : 611.0000, 1 -> 5
c : -591.0000, 1 -> 5
d : 558.0000, 1 -> 3
a : 643.0000, 2 -> 4
b : 69.0000, 2 -> 5
c : 346.0000, 2 -> 1
d : -893.0000, 2 -> 3
a : -710.0000, 3 -> 1
b : 120.0000, 3 -> 7
c : 288.0000, 3 -> 0
d : -27.0000, 3 -> 1
a : 987.0000, 4 -> 1
b : 145.0000, 4 -> 1
c : -131.0000, 4 -> 4
d : -262.0000, 4 -> 1
a : -93.0000, 5 -> 3
b : 254.0000, 5 -> 0
c : -950.0000, 5 -> 7
d : -684.0000, 5 -> 7
a : -37.0000, 6 -> 0
b : -777.0000, 6 -> 4
c : -784.0000, 6 -> 0
d : -243.0000, 6 -> 7
a : 323.0000, 7 -> 5
b : 827.0000, 7 -> 1
c : 151.0000, 7 -> 4
d : 355.0000, 7 -> 7
c : -683.0000, 0 -> 7
c : 13.0000, 0 -> 0
b : 476.0000, 1 -> 5
b : 615.0000, 1 -> 0
a : -554.0000, 2 -> 0
c : -405.0000, 2 -> 5
c : 630.0000, 3 -> 0
a : 388.0000, 3 -> 7
c : 116.0000, 4 -> 1
a : -389.0000, 4 -> 0
d : -672.0000, 5 -> 1
c : 685.0000, 5 -> 3
d : 721.0000, 6 -> 5
c : 180.0000, 6 -> 1
c : -212.0000, 7 -> 6
c : 825.0000, 7 -> 3
