a : -571.0000, 0 -> 2
b : -492.0000, 0 -> 3
c : -70.0000, 0 -> 2
d : 510.0000, 0 -> 1
a : -990.0000, 1 -> 3
b : -634.0000, 1 -> 1
c : -749.0000, 1 -> 1
d : 688.0000, 1 -> 0
a : 108.0000, 2 -> 3
b : -200.0000, 2 -> 2
c : -794.0000, 2 -> 3
d : 869.0000, 2 -> 3
a : 26.0000, 3 -> 1
b : 588.0000, 3 -> 2
c : 530.0000, 3 -> 2
d : -461.0000, 3 -> 3
c : 200.0000, 0 -> 3
d : -175.0000, 0 -> 2
c : -469.0000, 1 -> 1
a : -528.0000, 1 -> 0
b : -674.0000, 2 -> 1
b : 773.0000, 2 -> 3
b : -804.0000, 3 -> 1
a : -855.0000, 3 -> 2
