a : 194.0000, 0 -> 7
b : -442.0000, 0 -> 0
c : -995.0000, 0 -> 0
d : 299.0000, 0 -> 6
a : -49.0000, 1 -> 3
b : 380.0000, 1 -> 2
c : -658.0000, 1 -> 3
d : 754.0000, 1 -> 2
a : -14.0000, 2 -> 1
b : -161.0000, 2 -> 0
c : 474.0000, 2 -> 5
d : 192.0000, 2 -> 7
a : -320.0000, 3 -> 3
b : 563.0000, 3 -> 3
c : 179.0000, 3 -> 0
d : 352.0000, 3 -> 7
a : -44.0000, 4 -> 7
b : -621.0000, 4 -> 5
c : -924.0000, 4 -> 0
d : -663.0000, 4 -> 6
a : 767.0000, 5 -> 6
b : -501.0000, 5 -> 0
c : -817.0000, 5 -> 5
d : 31.0000, 5 -> 1
a : -271.0000, 6 -> 7
b : 885.0000, 6 -> 4
c : 880.0000, 6 -> 7
d : 884.0000, 6 -> 4
a : -740.0000, 7 -> 0
b : 846.0000, 7 -> 3
c : 911.0000, 7 -> 0
d : -284.0000, 7 -> 4
a : 477.0000, 0 -> 4
b : -110.0000, 0 -> 6
b : 249.0000, 1 -> 7
c : -772.0000, 1 -> 1
d : 159.0000, 2 -> 6
c : -791.0000, 2 -> 7
b : -26.0000, 3 -> 2
b : 750.0000, 3 -> 7
b : -545.0000, 4 -> 1
c : 146.0000, 4 -> 3
c : -4.0000, 5 -> 0
b : -874.0000, 5 -> 7
d : 839.0000, 6 -> 0
d : -76.0000, 6 -> 7
c : -754.0000, 7 -> 5
b : -264.0000, 7 -> 7
