a : 787.0000, 0 -> 0
b : -744.0000, 0 -> 3
a : 254.0000, 1 -> 2
b : 130.0000, 1 -> 4
a : -428.0000, 2 -> 5
b : -11.0000, 2 -> 3
a : 500.0000, 3 -> 1
b : -309.0000, 3 -> 0
a : 598.0000, 4 -> 0
b : 800.0000, 4 -> 0
a : 312.0000, 5 -> 3
b : -646.0000, 5 -> 1
a : 695.0000, 6 -> 4
b : -308.0000, 6 -> 3
a : 381.0000, 7 -> 0
b : -353.0000, 7 -> 4
b : -404.0000, 0 -> 1
b : 452.0000, 1 -> 6
a : -979.0000, 2 -> 3
b : -577.0000, 3 -> 5
b : 643.0000, 4 -> 7
a : 235.0000, 5 -> 1
a : 54.0000, 6 -> 7
b : 136.0000, 7 -> 4
