a : -227.0000, 0 -> 6
b : -411.0000, 0 -> 5
c : -249.0000, 0 -> 5
d : 321.0000, 0 -> 0
a : -962.0000, 1 -> 6
b : 302.0000, 1 -> 7
c : 66.0000, 1 -> 4
d : 914.0000, 1 -> 7
a : -527.0000, 2 -> 4
b : 704.0000, 2 -> 4
c : 902.0000, 2 -> 4
d : -680.0000, 2 -> 2
a : -781.0000, 3 -> 5
b : 259.0000, 3 -> 7
c : -447.0000, 3 -> 6
d : -857.0000, 3 -> 4
a : 239.0000, 4 -> 1
b : 51.0000, 4 -> 5
c : 858.0000, 4 -> 7
d : -987.0000, 4 -> 7
a : 752.0000, 5 -> 2
b : -956.0000, 5 -> 4
c : 605.0000, 5 -> 0
d : 451.0000, 5 -> 7
a : -606.0000, 6 -> 5
b : -714.0000, 6 -> 7
c : -750.0000, 6 -> 5
d : 620.0000, 6 -> 3
a : 893.0000, 7 -> 3
b : 141.0000, 7 -> 4
c : -387.0000, 7 -> 1
d : -554.0000, 7 -> 6
b : 976.0000, 0 -> 4
b : -242.0000, 0 -> 3
d : -405.0000, 1 -> 6
d : 765.0000, 1 -> 4
c : -81.0000, 2 -> 5
b : -761.0000, 2 -> 7
a : -463.0000, 3 -> 7
b : 613.0000, 3 -> 3
b : -674.0000, 4 -> 3
b : 205.0000, 4 -> 4
b : -4.0000, 5 -> 0
a : 186.0000, 5 -> 0
d : 798.0000, 6 -> 2
d : -673.0000, 6 -> 1
c : -409.0000, 7 -> 5
c : -973.0000, 7 -> 2
