a : 120.0000, 0 -> 1
b : 645.0000, 0 -> 1
c : 946.0000, 0 -> 0
d : 376.0000, 0 -> 3
a : 662.0000, 1 -> 0
b : -819.0000, 1 -> 2
c : -756.0000, 1 -> 1
d : 778.0000, 1 -> 1
a : -936.0000, 2 -> 2
b : -508.0000, 2 -> 3
c : -41.0000, 2 -> 1
d : -263.0000, 2 -> 2
a : -281.0000, 3 -> 2
b : 923.0000, 3 -> 3
c : 602.0000, 3 -> 1
d : 715.0000, 3 -> 1
b : -208.0000, 0 -> 0
a : -831.0000, 0 -> 1
b : 245.0000, 1 -> 3
b : -514.0000, 1 -> 2
a : 596.0000, 2 -> 1
b : 147.0000, 2 -> 2
c : -438.0000, 3 -> 2
b : 585.0000, 3 -> 2
