a : 377.0000, 0 -> 5
b : -41.0000, 0 -> 2
c : 645.0000, 0 -> 7
d : 739.0000, 0 -> 0
a : 870.0000, 1 -> 6
b : -706.0000, 1 -> 3
c : 30.0000, 1 -> 4
d : 208.0000, 1 -> 7
a : -450.0000, 2 -> 4
b : -567.0000, 2 -> 1
c : -612.0000, 2 -> 5
d : -781.0000, 2 -> 5
a : -183.0000, 3 -> 7
b : 241.0000, 3 -> 4
c : -745.0000, 3 -> 4
d : -890.0000, 3 -> 2
a : 390.0000, 4 -> 3
b : -891.0000, 4 -> 4
c : 616.0000, 4 -> 6
d : 51.0000, 4 -> 3
a : -545.0000, 5 -> 1
b : 659.0000, 5 -> 4
c : 877.0000, 5 -> 6
d : 928.0000, 5 -> 1
a : 654.0000, 6 -> 7
b : 782.0000, 6 -> 7
c : 403.0000, 6 -> 7
d : -92.0000, 6 -> 4
a : -965.0000, 7 -> 1
b : 581.0000, 7 -> 3
c : 733.0000, 7 -> 7
d : -453.0000, 7 -> 2
c : -870.0000, 0 -> 6
b : 594.0000, 0 -> 0
c : 913.0000, 1 -> 1
c : 677.0000, 1 -> 5
d : 287.0000, 2 -> 1
b : 836.0000, 2 -> 1
d : 188.0000, 3 -> 4
d : 698.0000, 3 -> 2
d : 637.0000, 4 -> 2
a : -167.0000, 4 -> 7
c : 613.0000, 5 -> 7
b : -27.0000, 5 -> 0
c : 67.0000, 6 -> 3
c : 822.0000, 6 -> 3
c : 42.0000, 7 -> 2
b : 320.0000, 7 -> 4
