a : -826.0000, 0 -> 1
b : -654.0000, 0 -> 3
c : 389.0000, 0 -> 1
d : -989.0000, 0 -> 0
a : 921.0000, 1 -> 2
b : 470.0000, 1 -> 2
c : -111.0000, 1 -> 1
d : -639.0000, 1 -> 0
a : -214.0000, 2 -> 3
b : 137.0000, 2 -> 1
c : 966.0000, 2 -> 1
d : -715.0000, 2 -> 2
a : 209.0000, 3 -> 1
b : 478.0000, 3 -> 0
c : 575.0000, 3 -> 3
d : -227.0000, 3 -> 2
d : 774.0000, 0 -> 2
b : 742.0000, 0 -> 3
d : -655.0000, 1 -> 1
b : -783.0000, 1 -> 0
b : -995.0000, 2 -> 0
d : 259.0000, 2 -> 2
d : 245.0000, 3 -> 2
a : 540.0000, 3 -> 2
