a : -890.0000, 0 -> 6
b : -310.0000, 0 -> 3
a : -722.0000, 1 -> 3
b : 852.0000, 1 -> 5
a : 447.0000, 2 -> 5
b : -431.0000, 2 -> 3
a : -863.0000, 3 -> 2
b : -678.0000, 3 -> 2
a : 101.0000, 4 -> 0
b : 175.0000, 4 -> 2
a : -968.0000, 5 -> 5
b : -316.0000, 5 -> 6
a : -530.0000, 6 -> 2
b : 900.0000, 6 -> 5
a : 904.0000, 7 -> 3
b : -472.0000, 7 -> 6
b : 355.0000, 0 -> 2
a : 470.0000, 1 -> 1
b : -452.0000, 2 -> 5
a : 32.0000, 3 -> 7
b : -707.0000, 4 -> 2
b : 508.0000, 5 -> 4
b : -224.0000, 6 -> 3
b : 765.0000, 7 -> 2
b : -166.0000, 6 -> 1
