a : 220.0000, 0 -> 2
b : -205.0000, 0 -> 5
c : 128.0000, 0 -> 4
d : -506.0000, 0 -> 2
a : 240.0000, 1 -> 2
b : 567.0000, 1 -> 4
c : 218.0000, 1 -> 6
d : 826.0000, 1 -> 2
a : 661.0000, 2 -> 0
b : -27.0000, 2 -> 2
c : -366.0000, 2 -> 6
d : -305.0000, 2 -> 1
a : 787.0000, 3 -> 7
b : 935.0000, 3 -> 1
c : -827.0000, 3 -> 4
d : -711.0000, 3 -> 6
a : 913.0000, 4 -> 3
b : 69.0000, 4 -> 1
c : -815.0000, 4 -> 6
d : -909.0000, 4 -> 0
a : -62.0000, 5 -> 7
b : 179.0000, 5 -> 5
c : -73.0000, 5 -> 6
d : -46.0000, 5 -> 1
a : -680.0000, 6 -> 5
b : 748.0000, 6 -> 5
c : 271.0000, 6 -> 3
d : -135.0000, 6 -> 3
a : -489.0000, 7 -> 2
b : 69.0000, 7 -> 1
c : 394.0000, 7 -> 1
d : 64.0000, 7 -> 0
a : 54.0000, 0 -> 4
c : 518.0000, 0 -> 5
a : 16.0000, 1 -> 6
d : -862.0000, 1 -> 7
b : -245.0000, 2 -> 2
c : 807.0000, 2 -> 2
c : -332.0000, 3 -> 0
c : -862.0000, 3 -> 0
d : -827.0000, 4 -> 4
c : 269.0000, 4 -> 6
c : -640.0000, 5 -> 3
c : 946.0000, 5 -> 3
d : 732.0000, 6 -> 0
d : 8.0000, 6 -> 6
b : 127.0000, 7 -> 1
c : -994.0000, 7 -> 0
