a : -421.0000, 0 -> 5
b : 583.0000, 0 -> 0
a : 437.0000, 1 -> 7
b : 979.0000, 1 -> 3
a : -639.0000, 2 -> 2
b : 886.0000, 2 -> 3
a : 920.0000, 3 -> 4
b : 443.0000, 3 -> 5
a : -962.0000, 4 -> 0
b : -149.0000, 4 -> 2
a : 174.0000, 5 -> 3
b : -280.0000, 5 -> 4
a : 100.0000, 6 -> 3
b : -49.0000, 6 -> 2
a : 678.0000, 7 -> 2
b : 251.0000, 7 -> 3
a : 228.0000, 0 -> 6
b : -924.0000, 1 -> 5
a : 239.0000, 2 -> 6
a : 977.0000, 3 -> 2
a : 374.0000, 4 -> 1
a : -15.0000, 5 -> 0
a : 92.0000, 6 -> 0
a : -945.0000, 7 -> 3
