a : -639.0000, 0 -> 5
b : -897.0000, 0 -> 3
c : 701.0000, 0 -> 1
d : 684.0000, 0 -> 0
a : 70.0000, 1 -> 2
b : 157.0000, 1 -> 3
c : -616.0000, 1 -> 5
d : 955.0000, 1 -> 6
a : 842.0000, 2 -> 3
b : -100.0000, 2 -> 4
c : 940.0000, 2 -> 0
d : -960.0000, 2 -> 7
a : 160.0000, 3 -> 0
b : 955.0000, 3 -> 5
c : 194.0000, 3 -> 2
d : -902.0000, 3 -> 4
a : -2.0000, 4 -> 5
b : 709.0000, 4 -> 0
c : 639.0000, 4 -> 3
d : 575.0000, 4 -> 7
a : 203.0000, 5 -> 5
b : -767.0000, 5 -> 0
c : -13.0000, 5 -> 7
d : -417.0000, 5 -> 1
a : -439.0000, 6 -> 2
b : 164.0000, 6 -> 3
c : 52.0000, 6 -> 5
d : 981.0000, 6 -> 2
a : 998.0000, 7 -> 0
b : -826.0000, 7 -> 4
c : -173.0000, 7 -> 4
d : -77.0000, 7 -> 3
c : 951.0000, 0 -> 2
b : 515.0000, 0 -> 2
a : 140.0000, 1 -> 5
a : -618.0000, 1 -> 6
b : 914.0000, 2 -> 1
c : 221.0000, 2 -> 6
b : 621.0000, 3 -> 1
c : -717.0000, 3 -> 1
c : -394.0000, 4 -> 3
d : 802.0000, 4 -> 4
d : -585.0000, 5 -> 7
a : 144.0000, 5 -> 3
c : -567.0000, 6 -> 7
b : 228.0000, 6 -> 2
b : -9.0000, 7 -> 4
d : -518.0000, 7 -> 4
