a : 450.0000, 0 -> 6
b : 991.0000, 0 -> 7
a : 688.0000, 1 -> 0
b : 596.0000, 1 -> 5
a : 401.0000, 2 -> 3
b : -973.0000, 2 -> 1
a : 824.0000, 3 -> 0
b : 450.0000, 3 -> 2
a : -555.0000, 4 -> 7
b : -794.0000, 4 -> 2
a : 474.0000, 5 -> 3
b : 621.0000, 5 -> 2
a : 821.0000, 6 -> 5
b : -383.0000, 6 -> 4
a : 569.0000, 7 -> 0
b : -811.0000, 7 -> 5
b : 361.0000, 0 -> 4
b : -882.0000, 1 -> 6
b : -834.0000, 2 -> 6
a : 604.0000, 3 -> 0
a : 275.0000, 4 -> 7
b : 436.0000, 5 -> 0
b : 144.0000, 6 -> 4
b : 533.0000, 7 -> 0
