a : 409.0000, 0 -> 2
b : -92.0000, 0 -> 5
c : 20.0000, 0 -> 2
d : -874.0000, 0 -> 1
a : 747.0000, 1 -> 0
b : -888.0000, 1 -> 3
c : 710.0000, 1 -> 3
d : 993.0000, 1 -> 7
a : 173.0000, 2 -> 7
b : -612.0000, 2 -> 7
c : -310.0000, 2 -> 0
d : 568.0000, 2 -> 6
a : -818.0000, 3 -> 7
b : -766.0000, 3 -> 3
c : 438.0000, 3 -> 7
d : 771.0000, 3 -> 5
a : -322.0000, 4 -> 1
b : 799.0000, 4 -> 6
c : -184.0000, 4 -> 2
d : 167.0000, 4 -> 0
a : 812.0000, 5 -> 6
b : -566.0000, 5 -> 4
c : -301.0000, 5 -> 4
d : -599.0000, 5 -> 6
a : 153.0000, 6 -> 0
b : 490.0000, 6 -> 6
c : -922.0000, 6 -> 5
d : 875.0000, 6 -> 1
a : -782.0000, 7 -> 1
b : -787.0000, 7 -> 4
c : -15.0000, 7 -> 0
d : -48.0000, 7 -> 0
c : -84.0000, 0 -> 0
a : 934.0000, 0 -> 2
d : -612.0000, 1 -> 3
b : 362.0000, 1 -> 1
c : -282.0000, 2 -> 4
c : 99.0000, 2 -> 4
a : -590.0000, 3 -> 0
a : -75.0000, 3 -> 5
c : 552.0000, 4 -> 1
b : 816.0000, 4 -> 3
d : -515.0000, 5 -> 6
c : 826.0000, 5 -> 4
a : -866.0000, 6 -> 1
c : -143.0000, 6 -> 1
a : 285.0000, 7 -> 7
a : -781.0000, 7 -> 1
