a : -897.0000, 0 -> 3
b : -159.0000, 0 -> 6
c : -626.0000, 0 -> 5
d : 373.0000, 0 -> 2
a : -227.0000, 1 -> 6
b : -801.0000, 1 -> 7
c : 247.0000, 1 -> 5
d : 138.0000, 1 -> 2
a : -77.0000, 2 -> 7
b : -417.0000, 2 -> 2
c : 353.0000, 2 -> 7
d : 0.0000, 2 -> 6
a : -388.0000, 3 -> 0
b : -481.0000, 3 -> 3
c : -799.0000, 3 -> 3
d : -656.0000, 3 -> 6
a : -71.0000, 4 -> 4
b : 979.0000, 4 -> 5
c : -716.0000, 4 -> 0
d : -82.0000, 4 -> 4
a : 536.0000, 5 -> 1
b : 667.0000, 5 -> 2
c : -924.0000, 5 -> 5
d : 939.0000, 5 -> 6
a : 457.0000, 6 -> 5
b : 216.0000, 6 -> 1
c : 138.0000, 6 -> 6
d : 743.0000, 6 -> 4
a : -611.0000, 7 -> 6
b : -54.0000, 7 -> 5
c : 460.0000, 7 -> 4
d : 359.0000, 7 -> 0
a : -293.0000, 0 -> 6
b : -934.0000, 0 -> 1
d : -380.0000, 1 -> 6
c : 564.0000, 1 -> 0
d : -747.0000, 2 -> 1
c : 857.0000, 2 -> 4
d : 340.0000, 3 -> 0
b : 347.0000, 3 -> 7
c : 914.0000, 4 -> 3
b : 579.0000, 4 -> 7
a : -655.0000, 5 -> 6
d : -776.0000, 5 -> 2
a : 569.0000, 6 -> 4
b : -768.0000, 6 -> 2
b : 228.0000, 7 -> 1
c : -154.0000, 7 -> 0
