a : 880.0000, 0 -> 1
b : 401.0000, 0 -> 3
a : 699.0000, 1 -> 0
b : 332.0000, 1 -> 6
a : 808.0000, 2 -> 4
b : -855.0000, 2 -> 7
a : 519.0000, 3 -> 2
b : 797.0000, 3 -> 2
a : -750.0000, 4 -> 3
b : 771.0000, 4 -> 6
a : -357.0000, 5 -> 5
b : 538.0000, 5 -> 7
a : -250.0000, 6 -> 3
b : 83.0000, 6 -> 1
a : 894.0000, 7 -> 4
b : -500.0000, 7 -> 4
a : -122.0000, 0 -> 2
a : -468.0000, 1 -> 5
a : 329.0000, 2 -> 4
a : -301.0000, 3 -> 2
a : 730.0000, 4 -> 5
b : 448.0000, 5 -> 4
b : 23.0000, 6 -> 3
b : -394.0000, 7 -> 5
