a : -216.0000, 0 -> 2
b : 411.0000, 0 -> 3
c : 155.0000, 0 -> 1
d : 595.0000, 0 -> 0
a : -195.0000, 1 -> 2
b : -788.0000, 1 -> 1
c : -907.0000, 1 -> 1
d : -290.0000, 1 -> 1
a : -83.0000, 2 -> 2
b : -913.0000, 2 -> 0
c : -543.0000, 2 -> 0
d : 972.0000, 2 -> 2
a : 502.0000, 3 -> 1
b : -870.0000, 3 -> 0
c : -19.0000, 3 -> 0
d : -396.0000, 3 -> 1
c : -893.0000, 0 -> 1
d : -885.0000, 0 -> 1
a : -450.0000, 1 -> 1
a : 339.0000, 1 -> 1
a : -339.0000, 2 -> 0
c : -457.0000, 2 -> 0
c : 134.0000, 3 -> 0
a : -482.0000, 3 -> 0
