a : -558.0000, 0 -> 1
b : -130.0000, 0 -> 0
c : 462.0000, 0 -> 3
d : 77.0000, 0 -> 1
a : -698.0000, 1 -> 2
b : -230.0000, 1 -> 2
c : -751.0000, 1 -> 0
d : 638.0000, 1 -> 3
a : -978.0000, 2 -> 1
b : 199.0000, 2 -> 1
c : -451.0000, 2 -> 2
d : 548.0000, 2 -> 1
a : -177.0000, 3 -> 3
b : 493.0000, 3 -> 1
c : -45.0000, 3 -> 2
d : -895.0000, 3 -> 3
b : 290.0000, 0 -> 3
b : 186.0000, 0 -> 3
b : 427.0000, 1 -> 0
c : -448.0000, 1 -> 3
b : 254.0000, 2 -> 0
d : -417.0000, 2 -> 2
b : 679.0000, 3 -> 0
a : -162.0000, 3 -> 2
