a : 153.0000, 0 -> 0
b : 736.0000, 0 -> 2
c : 924.0000, 0 -> 0
d : -866.0000, 0 -> 0
a : -497.0000, 1 -> 0
b : 146.0000, 1 -> 1
c : -523.0000, 1 -> 2
d : -763.0000, 1 -> 0
a : 205.0000, 2 -> 0
b : -113.0000, 2 -> 0
c : 704.0000, 2 -> 0
d : -680.0000, 2 -> 0
a : -597.0000, 3 -> 1
b : -257.0000, 3 -> 1
c : 911.0000, 3 -> 0
d : 719.0000, 3 -> 1
b : -995.0000, 0 -> 2
c : -595.0000, 0 -> 0
a : 579.0000, 1 -> 0
d : 163.0000, 1 -> 1
b : -639.0000, 2 -> 1
d : 76.0000, 2 -> 2
b : -989.0000, 3 -> 2
d : 166.0000, 3 -> 2
a : 740.0000, 2 -> 3
