a : 190.0000, 0 -> 3
b : 594.0000, 0 -> 3
c : 444.0000, 0 -> 2
d : -333.0000, 0 -> 0
a : -730.0000, 1 -> 0
b : -956.0000, 1 -> 3
c : 817.0000, 1 -> 3
d : -2.0000, 1 -> 3
a : 487.0000, 2 -> 1
b : 345.0000, 2 -> 3
c : -659.0000, 2 -> 3
d : -801.0000, 2 -> 3
a : 610.0000, 3 -> 1
b : 625.0000, 3 -> 3
c : -112.0000, 3 -> 1
d : 653.0000, 3 -> 3
b : -915.0000, 0 -> 3
d : 74.0000, 0 -> 2
c : 441.0000, 1 -> 1
a : -272.0000, 1 -> 2
a : -902.0000, 2 -> 1
b : 588.0000, 2 -> 3
c : 166.0000, 3 -> 2
a : 11.0000, 3 -> 0
