a : 939.0000, 0 -> 6
b : -147.0000, 0 -> 1
c : -721.0000, 0 -> 3
d : -35.0000, 0 -> 0
a : 282.0000, 1 -> 4
b : 498.0000, 1 -> 0
c : 831.0000, 1 -> 3
d : -526.0000, 1 -> 6
a : 188.0000, 2 -> 2
b : 490.0000, 2 -> 0
c : 767.0000, 2 -> 0
d : -622.0000, 2 -> 6
a : -939.0000, 3 -> 4
b : 104.0000, 3 -> 5
c : -381.0000, 3 -> 7
d : -295.0000, 3 -> 2
a : -320.0000, 4 -> 2
b : -565.0000, 4 -> 3
c : 515.0000, 4 -> 2
d : 534.0000, 4 -> 5
a : -408.0000, 5 -> 2
b : 16.0000, 5 -> 2
c : 540.0000, 5 -> 2
d : 97.0000, 5 -> 7
a : 751.0000, 6 -> 1
b : 44.0000, 6 -> 0
c : -432.0000, 6 -> 1
d : 773.0000, 6 -> 1
a : -936.0000, 7 -> 5
b : 197.0000, 7 -> 7
c : 169.0000, 7 -> 6
d : 417.0000, 7 -> 1
d : 166.0000, 0 -> 0
b : 974.0000, 0 -> 7
b : -372.0000, 1 -> 1
d : 370.0000, 1 -> 0
d : -810.0000, 2 -> 3
c : -474.0000, 2 -> 4
b : 109.0000, 3 -> 5
a : -811.0000, 3 -> 6
a : 117.0000, 4 -> 7
d : 396.0000, 4 -> 0
d : 316.0000, 5 -> 6
d : 794.0000, 5 -> 5
c : -931.0000, 6 -> 3
a : -670.0000, 6 -> 2
a : 686.0000, 7 -> 4
b : -716.0000, 7 -> 4
