a : -254.0000, 0 -> 3
b : 270.0000, 0 -> 2
c : 950.0000, 0 -> 2
d : 273.0000, 0 -> 2
a : 445.0000, 1 -> 1
b : -61.0000, 1 -> 2
c : -25.0000, 1 -> 1
d : 889.0000, 1 -> 2
a : -213.0000, 2 -> 0
b : 859.0000, 2 -> 0
c : 865.0000, 2 -> 0
d : -869.0000, 2 -> 1
a : 988.0000, 3 -> 0
b : 522.0000, 3 -> 2
c : 625.0000, 3 -> 2
d : -226.0000, 3 -> 0
b : -718.0000, 0 -> 3
a : 291.0000, 0 -> 1
b : -13.0000, 1 -> 1
c : 84.0000, 1 -> 3
b : -415.0000, 2 -> 1
b : -312.0000, 2 -> 0
a : -328.0000, 3 -> 1
b : 276.0000, 3 -> 1
