a : -166.0000, 0 -> 0
b : -466.0000, 0 -> 6
a : -130.0000, 1 -> 7
b : -251.0000, 1 -> 2
a : 811.0000, 2 -> 1
b : 951.0000, 2 -> 2
a : 151.0000, 3 -> 5
b : -634.0000, 3 -> 7
a : 695.0000, 4 -> 4
b : 966.0000, 4 -> 5
a : 451.0000, 5 -> 5
b : 649.0000, 5 -> 5
a : 614.0000, 6 -> 3
b : -426.0000, 6 -> 3
a : -633.0000, 7 -> 7
b : 395.0000, 7 -> 2
b : -485.0000, 0 -> 7
b : -94.0000, 1 -> 7
b : -148.0000, 2 -> 3
b : 978.0000, 3 -> 4
b : -9.0000, 4 -> 4
a : -681.0000, 5 -> 1
a : 473.0000, 6 -> 6
a : -831.0000, 7 -> 2
