a : 518.0000, 0 -> 0
b : 180.0000, 0 -> 6
c : -705.0000, 0 -> 6
d : -196.0000, 0 -> 2
a : -72.0000, 1 -> 3
b : -83.0000, 1 -> 3
c : 333.0000, 1 -> 5
d : -253.0000, 1 -> 1
a : -326.0000, 2 -> 1
b : -731.0000, 2 -> 3
c : 949.0000, 2 -> 2
d : -898.0000, 2 -> 3
a : -320.0000, 3 -> 1
b : 674.0000, 3 -> 3
c : 833.0000, 3 -> 6
d : 43.0000, 3 -> 3
a : 19.0000, 4 -> 4
b : 596.0000, 4 -> 7
c : 167.0000, 4 -> 6
d : -711.0000, 4 -> 5
a : -420.0000, 5 -> 6
b : 284.0000, 5 -> 5
c : 167.0000, 5 -> 6
d : 705.0000, 5 -> 3
a : -888.0000, 6 -> 5
b : 122.0000, 6 -> 6
c : -616.0000, 6 -> 7
d : 502.0000, 6 -> 7
a : 369.0000, 7 -> 5
b : -942.0000, 7 -> 3
c : -144.0000, 7 -> 5
d : 965.0000, 7 -> 1
d : 447.0000, 0 -> 7
c : -165.0000, 0 -> 0
a : 538.0000, 1 -> 0
c : -630.0000, 1 -> 5
a : -107.0000, 2 -> 7
a : -43.0000, 2 -> 7
b : -177.0000, 3 -> 7
d : -618.0000, 3 -> 2
b : -451.0000, 4 -> 4
c : 649.0000, 4 -> 6
a : -629.0000, 5 -> 7
c : 462.0000, 5 -> 6
c : -558.0000, 6 -> 5
d : 264.0000, 6 -> 2
d : -937.0000, 7 -> 0
d : 392.0000, 7 -> 4
