a : 775.0000, 0 -> 1
b : -453.0000, 0 -> 7
a : -317.0000, 1 -> 0
b : 463.0000, 1 -> 6
a : 502.0000, 2 -> 5
b : -956.0000, 2 -> 0
a : -413.0000, 3 -> 3
b : -216.0000, 3 -> 6
a : 461.0000, 4 -> 1
b : 359.0000, 4 -> 1
a : -19.0000, 5 -> 7
b : 154.0000, 5 -> 5
a : 528.0000, 6 -> 4
b : -883.0000, 6 -> 7
a : 590.0000, 7 -> 6
b : -368.0000, 7 -> 6
b : -993.0000, 0 -> 1
a : -539.0000, 1 -> 5
a : 768.0000, 2 -> 5
b : 774.0000, 3 -> 5
b : -109.0000, 4 -> 3
b : 21.0000, 5 -> 3
b : 130.0000, 6 -> 2
b : 271.0000, 7 -> 7
