a : -299.0000, 0 -> 2
b : -611.0000, 0 -> 0
c : -799.0000, 0 -> 3
d : 649.0000, 0 -> 3
a : 776.0000, 1 -> 0
b : -919.0000, 1 -> 1
c : -425.0000, 1 -> 3
d : 716.0000, 1 -> 2
a : 695.0000, 2 -> 1
b : -622.0000, 2 -> 0
c : -232.0000, 2 -> 3
d : -427.0000, 2 -> 3
a : 965.0000, 3 -> 2
b : -942.0000, 3 -> 0
c : -560.0000, 3 -> 3
d : -897.0000, 3 -> 0
a : -609.0000, 0 -> 0
b : -24.0000, 0 -> 3
b : -24.0000, 1 -> 0
b : 901.0000, 1 -> 1
c : -183.0000, 2 -> 2
d : -440.0000, 2 -> 1
b : -760.0000, 3 -> 0
b : -461.0000, 3 -> 3
