a : 23.0000, 0 -> 3
b : -549.0000, 0 -> 3
c : -576.0000, 0 -> 0
d : 123.0000, 0 -> 1
a : -443.0000, 1 -> 2
b : 603.0000, 1 -> 2
c : -949.0000, 1 -> 2
d : -108.0000, 1 -> 2
a : 292.0000, 2 -> 2
b : 82.0000, 2 -> 0
c : 791.0000, 2 -> 0
d : 858.0000, 2 -> 0
a : 113.0000, 3 -> 0
b : 309.0000, 3 -> 0
c : 43.0000, 3 -> 0
d : -752.0000, 3 -> 3
c : -901.0000, 0 -> 3
d : 291.0000, 0 -> 2
a : -493.0000, 1 -> 2
d : -786.0000, 1 -> 1
b : -758.0000, 2 -> 1
c : 166.0000, 2 -> 2
b : 141.0000, 3 -> 0
b : -226.0000, 3 -> 0
