a : -861.0000, 0 -> 3
b : -65.0000, 0 -> 4
a : -415.0000, 1 -> 6
b : -354.0000, 1 -> 6
a : -554.0000, 2 -> 2
b : -553.0000, 2 -> 1
a : -783.0000, 3 -> 6
b : -521.0000, 3 -> 7
a : 472.0000, 4 -> 4
b : 736.0000, 4 -> 5
a : -721.0000, 5 -> 2
b : 189.0000, 5 -> 7
a : 586.0000, 6 -> 3
b : 58.0000, 6 -> 7
a : 697.0000, 7 -> 0
b : -986.0000, 7 -> 3
a : 59.0000, 0 -> 6
a : -882.0000, 1 -> 2
b : 13.0000, 2 -> 3
a : 101.0000, 3 -> 3
a : 82.0000, 4 -> 4
a : -788.0000, 5 -> 6
b : 661.0000, 6 -> 2
a : -164.0000, 7 -> 4
