a : 231.0000, 0 -> 3
b : 769.0000, 0 -> 0
c : 924.0000, 0 -> 3
d : -640.0000, 0 -> 0
a : -444.0000, 1 -> 0
b : 428.0000, 1 -> 3
c : -611.0000, 1 -> 0
d : -353.0000, 1 -> 1
a : 421.0000, 2 -> 0
b : 889.0000, 2 -> 3
c : -852.0000, 2 -> 3
d : -126.0000, 2 -> 2
a : 830.0000, 3 -> 0
b : -275.0000, 3 -> 2
c : 27.0000, 3 -> 0
d : -305.0000, 3 -> 2
b : -329.0000, 0 -> 2
b : 674.0000, 0 -> 3
b : 480.0000, 1 -> 3
a : 490.0000, 1 -> 1
b : 536.0000, 2 -> 3
a : 23.0000, 2 -> 3
b : -575.0000, 3 -> 2
c : -240.0000, 3 -> 3
b : 708.0000, 3 -> 1
