a : 774.0000, 0 -> 4
b : -576.0000, 0 -> 0
c : 859.0000, 0 -> 6
d : -606.0000, 0 -> 1
a : -50.0000, 1 -> 2
b : -277.0000, 1 -> 6
c : 803.0000, 1 -> 6
d : -590.0000, 1 -> 3
a : -185.0000, 2 -> 7
b : -544.0000, 2 -> 2
c : 46.0000, 2 -> 4
d : -213.0000, 2 -> 5
a : 575.0000, 3 -> 6
b : -43.0000, 3 -> 4
c : -309.0000, 3 -> 2
d : -241.0000, 3 -> 0
a : 765.0000, 4 -> 1
b : -886.0000, 4 -> 5
c : -233.0000, 4 -> 6
d : -177.0000, 4 -> 7
a : 943.0000, 5 -> 3
b : -616.0000, 5 -> 5
c : -5.0000, 5 -> 2
d : 311.0000, 5 -> 1
a : 326.0000, 6 -> 5
b : 489.0000, 6 -> 0
c : -654.0000, 6 -> 6
d : -328.0000, 6 -> 6
a : 16.0000, 7 -> 5
b : -72.0000, 7 -> 6
c : -494.0000, 7 -> 3
d : 636.0000, 7 -> 3
c : 154.0000, 0 -> 6
b : 191.0000, 0 -> 5
c : 910.0000, 1 -> 7
b : 477.0000, 1 -> 0
a : 987.0000, 2 -> 3
b : 617.0000, 2 -> 3
d : -611.0000, 3 -> 3
c : -545.0000, 3 -> 2
b : -529.0000, 4 -> 4
a : -712.0000, 4 -> 3
b : 730.0000, 5 -> 0
a : -676.0000, 5 -> 0
c : -133.0000, 6 -> 4
a : -546.0000, 6 -> 3
a : 217.0000, 7 -> 0
b : -687.0000, 7 -> 3
