a : 458.0000, 0 -> 6
b : -627.0000, 0 -> 6
c : 602.0000, 0 -> 7
d : -744.0000, 0 -> 5
a : 650.0000, 1 -> 7
b : -331.0000, 1 -> 4
c : -662.0000, 1 -> 5
d : 580.0000, 1 -> 2
a : -284.0000, 2 -> 0
b : 837.0000, 2 -> 6
c : -17.0000, 2 -> 3
d : -375.0000, 2 -> 0
a : -748.0000, 3 -> 5
b : 857.0000, 3 -> 3
c : -424.0000, 3 -> 6
d : 560.0000, 3 -> 6
a : -726.0000, 4 -> 7
b : 787.0000, 4 -> 5
c : 410.0000, 4 -> 2
d : -777.0000, 4 -> 5
a : -551.0000, 5 -> 0
b : 904.0000, 5 -> 4
c : 907.0000, 5 -> 2
d : 430.0000, 5 -> 7
a : -215.0000, 6 -> 3
b : -174.0000, 6 -> 2
c : 224.0000, 6 -> 5
d : 761.0000, 6 -> 3
a : 461.0000, 7 -> 5
b : 366.0000, 7 -> 2
c : 653.0000, 7 -> 4
d : -177.0000, 7 -> 0
c : -39.0000, 0 -> 4
d : 296.0000, 0 -> 7
b : -169.0000, 1 -> 4
c : 392.0000, 1 -> 3
b : -885.0000, 2 -> 5
c : -684.0000, 2 -> 2
c : 69.0000, 3 -> 6
b : -413.0000, 3 -> 6
b : -63.0000, 4 -> 1
b : -542.0000, 4 -> 6
d : 813.0000, 5 -> 7
b : 279.0000, 5 -> 6
a : -195.0000, 6 -> 0
d : 798.0000, 6 -> 3
c : 694.0000, 7 -> 7
d : 467.0000, 7 -> 4
