a : -517.0000, 0 -> 7
b : -350.0000, 0 -> 1
a : 246.0000, 1 -> 1
b : 563.0000, 1 -> 7
a : -573.0000, 2 -> 3
b : -82.0000, 2 -> 3
a : 260.0000, 3 -> 7
b : 846.0000, 3 -> 4
a : 574.0000, 4 -> 3
b : -873.0000, 4 -> 0
a : 826.0000, 5 -> 4
b : -397.0000, 5 -> 1
a : 485.0000, 6 -> 7
b : -531.0000, 6 -> 7
a : 621.0000, 7 -> 7
b : 383.0000, 7 -> 5
a : -855.0000, 0 -> 2
a : 108.0000, 1 -> 4
b : -359.0000, 2 -> 1
b : -258.0000, 3 -> 2
b : -274.0000, 4 -> 5
b : -795.0000, 5 -> 5
b : -363.0000, 6 -> 2
b : -171.0000, 7 -> 6
