a : 784.0000, 0 -> 0
b : -690.0000, 0 -> 2
c : -772.0000, 0 -> 0
d : -173.0000, 0 -> 5
a : 174.0000, 1 -> 6
b : 461.0000, 1 -> 6
c : 324.0000, 1 -> 1
d : 260.0000, 1 -> 6
a : 632.0000, 2 -> 2
b : 972.0000, 2 -> 2
c : -239.0000, 2 -> 1
d : 501.0000, 2 -> 0
a : -301.0000, 3 -> 1
b : 26.0000, 3 -> 1
c : -378.0000, 3 -> 0
d : -695.0000, 3 -> 7
a : 800.0000, 4 -> 4
b : 703.0000, 4 -> 0
c : 561.0000, 4 -> 5
d : 602.0000, 4 -> 2
a : 379.0000, 5 -> 4
b : -200.0000, 5 -> 7
c : -345.0000, 5 -> 4
d : -133.0000, 5 -> 0
a : -289.0000, 6 -> 3
b : 154.0000, 6 -> 0
c : 544.0000, 6 -> 2
d : 919.0000, 6 -> 1
a : -726.0000, 7 -> 1
b : -704.0000, 7 -> 7
c : -570.0000, 7 -> 6
d : -238.0000, 7 -> 1
d : 13.0000, 0 -> 6
d : 704.0000, 0 -> 3
d : -821.0000, 1 -> 4
a : -403.0000, 1 -> 3
a : 480.0000, 2 -> 0
d : 229.0000, 2 -> 0
d : -50.0000, 3 -> 5
b : 955.0000, 3 -> 3
b : 31.0000, 4 -> 3
b : -541.0000, 4 -> 4
c : 420.0000, 5 -> 5
b : 154.0000, 5 -> 2
a : -859.0000, 6 -> 0
b : 794.0000, 6 -> 4
b : 380.0000, 7 -> 6
d : 673.0000, 7 -> 2
