a : -883.0000, 0 -> 0
b : -617.0000, 0 -> 7
a : 153.0000, 1 -> 7
b : -566.0000, 1 -> 1
a : -333.0000, 2 -> 6
b : -590.0000, 2 -> 2
a : -816.0000, 3 -> 7
b : 966.0000, 3 -> 3
a : 174.0000, 4 -> 4
b : -734.0000, 4 -> 5
a : -8.0000, 5 -> 0
b : -145.0000, 5 -> 7
a : -632.0000, 6 -> 6
b : -609.0000, 6 -> 1
a : 140.0000, 7 -> 1
b : 523.0000, 7 -> 5
b : 587.0000, 0 -> 7
a : -935.0000, 1 -> 1
b : -216.0000, 2 -> 3
a : 959.0000, 3 -> 1
a : 300.0000, 4 -> 5
b : 50.0000, 5 -> 5
a : -682.0000, 6 -> 6
a : 432.0000, 7 -> 3
b : 162.0000, 0 -> 2
b : 816.0000, 6 -> 4
