a : 365.0000, 0 -> 4
b : -131.0000, 0 -> 5
a : -730.0000, 1 -> 4
b : 388.0000, 1 -> 0
a : 593.0000, 2 -> 0
b : 286.0000, 2 -> 0
a : -302.0000, 3 -> 7
b : 695.0000, 3 -> 2
a : 970.0000, 4 -> 2
b : -761.0000, 4 -> 2
a : -873.0000, 5 -> 5
b : 827.0000, 5 -> 7
a : 856.0000, 6 -> 7
b : 915.0000, 6 -> 5
a : 736.0000, 7 -> 4
b : -122.0000, 7 -> 7
b : 35.0000, 0 -> 3
a : 304.0000, 1 -> 3
a : 558.0000, 2 -> 3
b : 758.0000, 3 -> 3
a : -577.0000, 4 -> 5
b : 363.0000, 5 -> 3
a : -52.0000, 6 -> 1
b : 147.0000, 7 -> 7
b : -862.0000, 4 -> 6
