a : -703.0000, 0 -> 1
b : 805.0000, 0 -> 3
c : 136.0000, 0 -> 7
d : -913.0000, 0 -> 6
a : -321.0000, 1 -> 7
b : -382.0000, 1 -> 2
c : 411.0000, 1 -> 7
d : 524.0000, 1 -> 0
a : 510.0000, 2 -> 0
b : -362.0000, 2 -> 4
c : -393.0000, 2 -> 5
d : -696.0000, 2 -> 5
a : -705.0000, 3 -> 5
b : -790.0000, 3 -> 7
c : 814.0000, 3 -> 3
d : 244.0000, 3 -> 0
a : -768.0000, 4 -> 4
b : 465.0000, 4 -> 4
c : 312.0000, 4 -> 1
d : 590.0000, 4 -> 5
a : -844.0000, 5 -> 7
b : 108.0000, 5 -> 6
c : -719.0000, 5 -> 5
d : 892.0000, 5 -> 0
a : -540.0000, 6 -> 7
b : -349.0000, 6 -> 5
c : -168.0000, 6 -> 3
d : 265.0000, 6 -> 0
a : -268.0000, 7 -> 5
b : 637.0000, 7 -> 1
c : 446.0000, 7 -> 3
d : 266.0000, 7 -> 1
c : 363.0000, 0 -> 7
c : -57.0000, 0 -> 6
a : 520.0000, 1 -> 1
c : -635.0000, 1 -> 1
c : -875.0000, 2 -> 4
a : 242.0000, 2 -> 7
b : 396.0000, 3 -> 2
c : 955.0000, 3 -> 0
c : 549.0000, 4 -> 5
b : -445.0000, 4 -> 2
b : -430.0000, 5 -> 3
b : 826.0000, 5 -> 6
b : -600.0000, 6 -> 3
c : 683.0000, 6 -> 6
b : 595.0000, 7 -> 5
c : -486.0000, 7 -> 6
