a : -95.0000, 0 -> 1
b : 957.0000, 0 -> 1
a : -896.0000, 1 -> 5
b : -107.0000, 1 -> 6
a : 547.0000, 2 -> 3
b : 793.0000, 2 -> 4
a : -428.0000, 3 -> 5
b : -795.0000, 3 -> 1
a : -409.0000, 4 -> 4
b : 368.0000, 4 -> 2
a : -56.0000, 5 -> 0
b : 466.0000, 5 -> 0
a : 797.0000, 6 -> 1
b : -212.0000, 6 -> 0
a : 856.0000, 7 -> 0
b : 301.0000, 7 -> 0
b : 718.0000, 0 -> 3
a : 689.0000, 1 -> 7
a : 712.0000, 2 -> 6
a : -153.0000, 3 -> 1
a : -700.0000, 4 -> 3
b : -583.0000, 5 -> 2
a : -458.0000, 6 -> 4
b : -927.0000, 7 -> 5
